text	size
said,trump	3073
president,trump	2316
house,trump	1553
president,said	1529
trump,would	1529
said,would	1308
house,said	971
one,trump	959
president,would	851
new,trump	787
one,said	776
new,said	760
tax,would	744
house,president	739
said,tax	656
one,president	621
house,would	613
tax,trump	606
new,president	543
house,tax	453
new,would	453
one,would	425
new,one	370
house,one	318
house,new	312
new,tax	264
president,tax	258
one,tax	216
