text	size
trade,war	480
china,trade	442
like,russia	340
russia,understand	339
like,understand	338
trade,trump	151
china,trump	141
china,war	123
trump,war	78
china,like	33
china,understand	24
china,russia	20
like,trump	7
like,trade	3
russia,war	3
like,war	2
russia,trade	2
china,n	1
russia,trump	1
